product_1_name,product_2_id,product_2_name,size_unit_1,retailer_1,match_source,price_1,brand_1,lexical_similarity,brand_similarity,price_2,size_value_2,category,size_value_1,size_unit_2,brand_2,currency_2,currency_1,similarity,product_1_id,size_similarity,retailer_2
Nature Triangle Usman Grass Shampoo Bar,PRD644540eb,"Nature Triangle Shampoo Bar, 2025 New Nature Seven Green Shampoo, Natural Plant-Based Solid Shampoobar, Gentle Cleansing & Nourishing Care for",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.97,Nature Triangle,57.09,100.0,11.99,,Shampoo Bar,,,Nature Triangle,GBP,GBP,84.0,PRD9f09222c,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Nature Triangle Usman Grass Shampoo Bar,PRDdb039b35,"Nature Triangle Shampoo Bar, Nature Green Triangle Solide Shampoo Soap, Cleansing Nourishing Hair Strengthens Hair, for Women And Men ()",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.97,Nature Triangle,58.5,100.0,9.99,2.0,Shampoo Bar,,pcs,Nature Triangle,GBP,GBP,83.5,PRD9f09222c,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Nature Triangle Usman Grass Shampoo Bar,PRD4d74acf3,"Nature Triangle Shampoo Bar,Natural Plant-Based Solid Shampoo,Nature Green Soap Shampoo,Cleansing & Nourishing Care for Healthy-Looking Hair ()",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.97,Nature Triangle,57.51,100.0,8.87,2.0,Shampoo Bar,,pcs,Nature Triangle,GBP,GBP,81.4,PRD9f09222c,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Nature Triangle Usman Grass Shampoo Bar,PRD83cc251e,"Nature Triangle Shampoo Bar: Nature Seven Green Shampoo Soap, Usman Grass Bar, for Women and Mens",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.97,Nature Triangle,78.46,50.0,12.99,2.0,Shampoo Bar,,pcs,,GBP,GBP,81.2,PRD9f09222c,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Nature Triangle Usman Grass Shampoo Bar,PRD1854213e,"Nature Triangle Shampoo Bar,Control Oil & Strengthen Hair,Natural Shampoo Bar for Women & Men,2 in 1 Shampoo & Conditioner,Travel Shampoo,Cleansing",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.97,Nature Triangle,57.09,100.0,9.99,,Shampoo Bar,,,Nature Triangle,GBP,GBP,80.6,PRD9f09222c,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Nature Triangle Usman Grass Shampoo Bar,PRD2d71f7bb,"Nature Triangle Shampoo Bar, Deep Cleaning Shampoo Bar for Traveling, Cepress Orientalis Platycladus Her-bal Hair Strengthening Soap, Strengthens",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.97,Nature Triangle,57.51,100.0,7.79,,Shampoo Bar,,,Nature Triangle,GBP,GBP,78.6,PRD9f09222c,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Nature Triangle Usman Grass Shampoo Bar,PRDf2daad50,"2025 Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.97,Nature Triangle,73.33,50.0,6.89,1.0,Shampoo Bar,,pcs,,GBP,GBP,73.8,PRD9f09222c,50.0,fruugo.co.uk
Nature Triangle Usman Grass Shampoo Bar,PRDd8d93ae9,"1-3x Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.97,Nature Triangle,72.63,50.0,12.95,1.0,Shampoo Bar,,pcs,,GBP,GBP,72.5,PRD9f09222c,50.0,fruugo.co.uk
Sanctuary Spa Golden Sandalwood Melting Body Butter,PRDd987acec,Sanctuary Spa Body Butter,,Superdrug.com,main_engine,15.99,Sanctuary Spa,82.86,100.0,13.0,,Body Butter,,,Sanctuary Spa,GBP,GBP,100.0,PRD9f935292,50.0,Boots.com
Mango Butter Refined,PRD337887dc,Mango Butter Refined / Resealable Pouch,,Naissance UK,main_engine,12.99,Mango Butter,84.0,100.0,3.19,25.0,Body Butter,,g,Mango Butter,GBP,GBP,100.0,PRDa007b882,50.0,TheSoapery
Mango Butter Refined,PRDad74e0eb,Mango Butter,,Naissance UK,main_engine,12.99,Mango Butter,86.67,100.0,4.45,,Body Butter,,,Mango Butter,GBP,GBP,100.0,PRDa007b882,50.0,Aromantic
Friendly Soap Conditioner Bar - Fragrance-free,PRD28257c33,Friendly Soap Conditioner Bar - Lavender & Tea Tree,g,eBay - gudz_uk,main_engine,33.22,Friendly Soap,66.57,100.0,33.22,90.0,Conditioner Bar,90.0,g,Friendly Soap,GBP,GBP,100.0,PRDa1991032,100.0,eBay - gudz_uk
Friendly Soap Conditioner Bar - Fragrance-free,PRD99303b82,Conditioner Bar - - Lavender & Geranium | Friendly Soap,g,eBay - gudz_uk,main_engine,33.22,Friendly Soap,68.79,100.0,91.7,12.0,Conditioner Bar,90.0,pack,Friendly Soap,GBP,GBP,80.7,PRDa1991032,0.0,Friendly Soap
Friendly Soap Conditioner Bar - Fragrance-free,PRD8e54123b,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,g,eBay - gudz_uk,main_engine,33.22,Friendly Soap,67.67,100.0,91.7,12.0,Conditioner Bar,90.0,pack,Friendly Soap,GBP,GBP,79.9,PRDa1991032,0.0,Friendly Soap
soap & glory Soap and Glory The Righteous Body Butter Lotion Bundled with Clean on Me,PRDa2063a8c,Soap & And Glory The Righteous Body Butter,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,20.99,,81.54,50.0,20.39,600.0,Body Butter,,ml,Soap,GBP,GBP,80.8,PRDa19c3443,50.0,eBay - zorilus7
soap & glory Soap and Glory The Righteous Body Butter Lotion Bundled with Clean on Me,PRD057a3e57,Original Soap & Glory The Righteous Butter Moisturising Body Lotion Pump,,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,20.99,,63.16,50.0,10.99,,Body Butter,,,Original Soap,GBP,GBP,70.2,PRDa19c3443,50.0,eBay - thatenglishgirl
Skincyclopedia Face Serum with 3% Polyglutamic Acid,PRDc3be8ff7,grüum Youth Restoring Skin Gel Serum Face Glow Anti aging Vitamin C Serum for Women with Hyaluronic Acid,ml,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,5.49,Skincyclopedia Face,41.9,50.0,13.0,30.0,Face Serum,30.0,ml,,GBP,GBP,68.3,PRDa21a6090,100.0,Amazon.co.uk - Amazon.co.uk-Seller
Hair Shampoo Bar Soap Organic Ecofriendly Anti Dandruff For Growth,PRD7a86bc0c,Hair Shampoo Bar Soap Weakly Alkaline Anti Dandruff For Oil,g,eBay - sitedv88,main_engine,6.36,Hair Shampoo,69.29,100.0,6.44,85.0,Shampoo Bar,85.0,g,Hair Shampoo,GBP,GBP,100.0,PRDa31876c5,100.0,eBay - suntekmall
Hair Shampoo Bar Soap Organic Ecofriendly Anti Dandruff For Growth,PRDfa3f214e,Handmade Anti-dandruff Shampoo Bar For Hair Growth Care Soap,g,eBay - sitedv88,main_engine,6.36,Hair Shampoo,78.74,0.0,18.67,80.0,Shampoo Bar,85.0,g,Handmade Anti-dandruff,GBP,GBP,78.5,PRDa31876c5,50.0,eBay - mount0851
Sage and Juniper Shampoo Bar,PRD9465d12b,grüum Hår Shine Boost Henna + Juniper Shampoo Bar,,Hamiedog Menswear,main_engine,3.5,Sage,58.51,50.0,9.0,50.0,Shampoo Bar,,g,,GBP,GBP,65.3,PRDa3ca16de,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Bain & Savon Natural Conditioner Bar,PRDbb255664,Bain & Savon Natural Conditioner Bar Brittle Heat Damaged Hair,,Peace With The Wild,main_engine,9.0,Bain,82.22,100.0,9.0,105.0,Conditioner Bar,,g,Bain,GBP,GBP,96.4,PRDa43053ee,50.0,Peace With The Wild
Unbrand Citrus & Orange Bar Shampoo,PRD94df6e4e,Shampoo Bar,,fruugo.co.uk,post_processing,3.96,Unbrand Citrus,76.0,0.0,4.99,,Shampoo Bar,,,Shampoo Bar,GBP,GBP,61.0,PRDa759ad52,50.0,The Suffolk Soap Co.
Soap & Glory Limited Edition Fresh As Fig Body Butter,PRD30a3b49a,Soap & Glory MAGNIFI-COCO Body Butter,,Boots.com,main_engine,5.99,Soap,60.86,100.0,7.49,,Body Butter,,,Soap,GBP,GBP,88.2,PRDa783e838,50.0,Boots.com
Soap & Glory Limited Edition Fresh As Fig Body Butter,PRD1e2d2b20,Soap & Glory Call of Fruity Body Butter,,Boots.com,main_engine,5.99,Soap,58.08,100.0,7.49,,Body Butter,,,Soap,GBP,GBP,85.4,PRDa783e838,50.0,Boots.com
Soap & Glory Limited Edition Fresh As Fig Body Butter,PRDd4a6232d,Soap & Glory The Righteous Butter Body Butter,,Boots.com,main_engine,5.99,Soap,60.06,100.0,7.49,,Body Butter,,,Soap,GBP,GBP,83.5,PRDa783e838,50.0,Boots.com
Soap & Glory Limited Edition Fresh As Fig Body Butter,PRDd4a6232d,Soap & Glory The Righteous Butter Body Butter,,Boots.com,main_engine,5.99,Soap,60.06,100.0,49.85,,Body Butter,,,Soap,GBP,GBP,83.5,PRDa783e838,50.0,eBay - jadashats-us
Soap & Glory Limited Edition Fresh As Fig Body Butter,PRDeff54c48,Soap and Glory The Righteous Body Butter,,Boots.com,main_engine,5.99,Soap,56.85,100.0,9.99,,Body Butter,,,Soap,GBP,GBP,79.8,PRDa783e838,50.0,Boots.com
Soap & Glory Limited Edition Fresh As Fig Body Butter,PRDa2063a8c,Soap & And Glory The Righteous Body Butter,,Boots.com,main_engine,5.99,Soap,56.85,100.0,20.39,600.0,Body Butter,,ml,Soap,GBP,GBP,79.8,PRDa783e838,50.0,eBay - zorilus7
ATTITUDE Detox Shampoo Bar,PRDa7e1eac5,ATTITUDE Detox Shampoo Bar,,BigGreenSmile.com,main_engine,7.94,ATTITUDE Detox,100.0,100.0,21.88,,Shampoo Bar,,,ATTITUDE Detox,GBP,GBP,100.0,PRDa7e1eac5,50.0,Amazon.co.uk
Good Molecules Daily Brightening Serum,PRDf97646d2,Good Molecules Discoloration Correcting Serum,,Good Molecules,main_engine,5.94,Good Molecules,60.52,100.0,8.91,,Face Serum,,,Good Molecules,GBP,GBP,84.6,PRDa9143a2c,50.0,Good Molecules
Solid Hair Conditioner Bar,PRD7d5051ba,be CLEAR Oily Hair Conditioner Bar,,The Glow Company,main_engine,5.65,Solid Hair,69.32,50.0,6.39,,Conditioner Bar,,,,GBP,GBP,73.2,PRDaaa984c3,50.0,Cheeks Ahoy
Solid Hair Conditioner Bar,PRDe87d03f9,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",,The Glow Company,main_engine,5.65,Solid Hair,68.89,50.0,5.99,,Conditioner Bar,,,,GBP,GBP,67.4,PRDaaa984c3,50.0,fruugo.co.uk
Treaclemoon Our Glorious Body Butters,PRDaadde9dc,Treaclemoon Our Glorious Body Butters,,Notino.co.uk,main_engine,6.56,Treaclemoon Our,100.0,100.0,9.5,,Body Butter,,,Treaclemoon Our,GBP,GBP,100.0,PRDaadde9dc,50.0,Boots.com
Palmer's Cocoa Butter Formula,PRD07b14a1b,Palmer's Cocoa Butter Formula Body Lotion,,Tesco,main_engine,4.3,Palmer's Cocoa,88.57,100.0,6.0,,Body Butter,,,Palmer's Cocoa,GBP,GBP,100.0,PRDab6f59b8,50.0,Tesco
Palmer's Cocoa Butter Formula,PRD8ddeb742,Palmer's Cocoa Butter Formula Lotion,,Tesco,main_engine,4.3,Palmer's Cocoa,93.33,100.0,4.49,,Body Butter,,,Palmer's Cocoa,GBP,GBP,100.0,PRDab6f59b8,50.0,Boots.com
Palmer's Cocoa Butter Formula,PRD30f1d99b,Palmer's Cocoa Butter Formula Tummy Butter For Stretch Marks,,Tesco,main_engine,4.3,Palmer's Cocoa,82.22,100.0,6.99,,Body Butter,,,Palmer's Cocoa,GBP,GBP,98.1,PRDab6f59b8,50.0,spotofglam.co.uk
Mango Butter,PRDa04e6d12,Soaphoria Organic Mango Butter,,Aromantic,main_engine,4.45,Mango Butter,80.0,0.0,9.52,,Body Butter,,,Soaphoria,GBP,GBP,65.8,PRDad74e0eb,50.0,Notino.co.uk
Soap & Glory Limited Edition Body Butter Cherry Wild,PRD47ea1152,Soap & Glory Berry & Bright Body Butter,ml,Boots.com,main_engine,5.99,Soap,62.32,100.0,6.0,200.0,Body Butter,200.0,ml,Soap,GBP,GBP,100.0,PRDad80f5ee,100.0,Boots.com
Soap & Glory Limited Edition Body Butter Cherry Wild,PRDa783e838,Soap & Glory Limited Edition Fresh As Fig Body Butter,ml,Boots.com,main_engine,5.99,Soap,73.64,100.0,5.99,,Body Butter,200.0,,Soap,GBP,GBP,95.3,PRDad80f5ee,50.0,Boots.com
Soap & Glory Limited Edition Body Butter Cherry Wild,PRD1e2d2b20,Soap & Glory Call of Fruity Body Butter,ml,Boots.com,main_engine,5.99,Soap,59.29,100.0,7.49,,Body Butter,200.0,,Soap,GBP,GBP,87.2,PRDad80f5ee,50.0,Boots.com
Soap & Glory Limited Edition Body Butter Cherry Wild,PRDd4a6232d,Soap & Glory The Righteous Butter Body Butter,ml,Boots.com,main_engine,5.99,Soap,61.52,100.0,7.49,,Body Butter,200.0,,Soap,GBP,GBP,86.5,PRDad80f5ee,50.0,Boots.com
Soap & Glory Limited Edition Body Butter Cherry Wild,PRDd4a6232d,Soap & Glory The Righteous Butter Body Butter,ml,Boots.com,main_engine,5.99,Soap,61.52,100.0,49.85,,Body Butter,200.0,,Soap,GBP,GBP,86.5,PRDad80f5ee,50.0,eBay - jadashats-us
Soap & Glory Limited Edition Body Butter Cherry Wild,PRD30a3b49a,Soap & Glory MAGNIFI-COCO Body Butter,ml,Boots.com,main_engine,5.99,Soap,62.32,100.0,7.49,,Body Butter,200.0,,Soap,GBP,GBP,86.0,PRDad80f5ee,50.0,Boots.com
Soap & Glory Limited Edition Body Butter Cherry Wild,PRDe4842ed8,Soap & Glory Original The Righteous Butter Body Lotion,ml,Boots.com,main_engine,5.99,Soap,52.16,100.0,3.66,,Body Butter,200.0,,Soap,GBP,GBP,82.5,PRDad80f5ee,50.0,eBay
Soap & Glory Limited Edition Body Butter Cherry Wild,PRDeff54c48,Soap and Glory The Righteous Body Butter,ml,Boots.com,main_engine,5.99,Soap,57.13,100.0,9.99,,Body Butter,200.0,,Soap,GBP,GBP,82.2,PRDad80f5ee,50.0,Boots.com
Soap & Glory Limited Edition Body Butter Cherry Wild,PRDa2063a8c,Soap & And Glory The Righteous Body Butter,ml,Boots.com,main_engine,5.99,Soap,57.13,100.0,20.39,600.0,Body Butter,200.0,ml,Soap,GBP,GBP,72.2,PRDad80f5ee,0.0,eBay - zorilus7
Soap & Glory Limited Edition Body Butter Cherry Wild,PRD4452b39d,nalas baby Body Butter Duo,ml,Boots.com,main_engine,5.99,Soap,42.95,50.0,14.0,200.0,Body Butter,200.0,ml,,GBP,GBP,65.5,PRDad80f5ee,100.0,Boots.com
Building Blocks GB LTD Argan Solid Shampoo Bar Eucalyptus,PRDbe020275,Argan Solid Shampoo Bar Sage & Juniper,g,Mix.co.uk,post_processing,2.86,Building Blocks,61.33,0.0,2.86,115.0,Shampoo Bar,115.0,g,Argan Solid,GBP,GBP,61.3,PRDae53ed88,100.0,Mix.co.uk
Solid Conditioner Bar ~ Sweet & Fruity Scents,PRDe9b597c0,Solid Conditioner Bar - Lavender,,nirvana.by.nichola,main_engine,1.0,Solid Conditioner,66.55,100.0,6.68,,Conditioner Bar,,,Solid Conditioner,GBP,GBP,87.1,PRDaed0941e,50.0,eBay
CONDITIONER BAR SEAWEED - PURC CONDITIONER BAR SEAWEED VEGAN CONDITIONER,PRDc3647fd8,CONDITIONER BAR LAVENDER - PURC CONDITIONER BAR LAVENDER CRUELTY FREE VEGAN CONDITIONER BAR,,pure-keratin.com,main_engine,18.55,CONDITIONER BAR,72.0,100.0,18.55,,Conditioner Bar,,,CONDITIONER BAR,GBP,GBP,89.7,PRDb007f6f2,50.0,pure-keratin.com
Conditioner Bar - Lavender & Amyris,PRDc3647fd8,CONDITIONER BAR LAVENDER - PURC CONDITIONER BAR LAVENDER CRUELTY FREE VEGAN CONDITIONER BAR,,Havens Treasures,main_engine,10.0,Conditioner Bar,67.36,100.0,18.55,,Conditioner Bar,,,CONDITIONER BAR,GBP,GBP,90.0,PRDb030f508,50.0,pure-keratin.com
Conditioner Bar - Lavender & Amyris,PRDd94aeaa8,Conditioner Bar for Thin Hair,,Havens Treasures,main_engine,10.0,Conditioner Bar,52.34,100.0,13.0,,Conditioner Bar,,,Conditioner Bar,GBP,GBP,76.8,PRDb030f508,50.0,Local Boom Gift Shop
Conditioner Bar - Lavender & Amyris,PRD5cc056bd,Conditioner Bar for Hair Growth,,Havens Treasures,main_engine,10.0,Conditioner Bar,50.56,100.0,22.26,,Conditioner Bar,,,Conditioner Bar,GBP,GBP,74.9,PRDb030f508,50.0,Snapklik.com
Conditioner Bar - Lavender & Amyris,PRD8cdfbccc,Conditioner Bar - Patchouli & Rose Geranium,,Havens Treasures,main_engine,10.0,Conditioner Bar,50.56,100.0,10.0,,Conditioner Bar,,,Conditioner Bar,GBP,GBP,74.3,PRDb030f508,50.0,Havens Treasures
Conditioner Bar - Lavender & Amyris,PRDb007f6f2,CONDITIONER BAR SEAWEED - PURC CONDITIONER BAR SEAWEED VEGAN CONDITIONER,,Havens Treasures,main_engine,10.0,Conditioner Bar,52.04,100.0,18.55,,Conditioner Bar,,,CONDITIONER BAR,GBP,GBP,72.8,PRDb030f508,50.0,pure-keratin.com
Conditioner Bar - Lavender & Amyris,PRD4f126442,(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,,Havens Treasures,main_engine,10.0,Conditioner Bar,64.36,50.0,114.93,60.0,Conditioner Bar,,g,,GBP,GBP,68.5,PRDb030f508,50.0,eBay
E45 Face Hydrating Serum,PRD193920ab,e.l.f. Hydrating Serum,ml,Pharmacy2U,post_processing,11.33,E45 Face,62.1,50.0,13.0,,Face Serum,30.0,,,GBP,GBP,62.1,PRDb107d700,50.0,e.l.f. UK
Orange & Grapefruit Shampoo Bar,PRD94df6e4e,Shampoo Bar,,Polyestersaltburn,post_processing,5.99,Orange,80.0,0.0,4.99,,Shampoo Bar,,,Shampoo Bar,GBP,GBP,65.0,PRDb1d1c035,50.0,The Suffolk Soap Co.
Friendly Soap Plastic-Free Shampoo Bar,PRDc26d29e5,Soapy Scraps Shampoo Bar - Lavender & Tea Tree | Friendly Soap,,Boobalou,main_engine,2.6,Friendly Soap,62.16,100.0,10.99,,Shampoo Bar,,,Friendly Soap,GBP,GBP,87.2,PRDb311571e,50.0,Friendly Soap
The White Company Seychelles Body Butter,PRD4452b39d,nalas baby Body Butter Duo,ml,LOOKFANTASTIC,main_engine,16.0,The White,44.56,50.0,14.0,200.0,Body Butter,200.0,ml,,GBP,GBP,65.2,PRDb3c00755,100.0,Boots.com
Ancient Wisdom Solid Shampoo Bar,PRDb46a5a02,Ancient Wisdom Solid Shampoo Bar,,Simply Soaperior,main_engine,3.15,Ancient Wisdom,100.0,100.0,6.85,,Shampoo Bar,,,Ancient Wisdom,GBP,GBP,100.0,PRDb46a5a02,50.0,My Happy Moments
Coconut Repair Conditioner Bar/Mask for Dry Damaged Hair,PRD61fa6878,Coconut Oil Deep Moisturising Conditioner Bar for Dry/Damaged Hair,,The Hair Lounge,post_processing,7.99,Coconut Repair,76.13,0.0,11.99,,Conditioner Bar,,,Coconut Oil,GBP,GBP,61.1,PRDb4f16773,50.0,Guardian Angel Naturals
Shampoobars Conditioner Bar,PRD05a78c1c,(bulkx6) Anihana Conditioner Bar Manuka Honey & Vanilla -all Hair,g,Salontotal.co.uk,main_engine,7.43,Shampoobars Conditioner,50.86,50.0,114.93,60.0,Conditioner Bar,60.0,g,,GBP,GBP,73.9,PRDb526dedc,100.0,eBay
Shampoobars Conditioner Bar,PRD4f126442,(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,g,Salontotal.co.uk,main_engine,7.43,Shampoobars Conditioner,50.86,50.0,114.93,60.0,Conditioner Bar,60.0,g,,GBP,GBP,73.5,PRDb526dedc,100.0,eBay
Folk Soap Conditioner Bar,PRDd4987f16,Folk Soap Solid Conditioner Bar,,Folk Soap,main_engine,9.0,Folk Soap,92.0,100.0,8.0,,Conditioner Bar,,,Folk Soap,GBP,GBP,100.0,PRDb5b5c690,50.0,Folk Soap
Shea Sea Buckthorn Whipped Body Butter,PRD6d6aa7db,Whipped Body Butter,,m'ṣará botanicals,post_processing,4.0,Shea Sea,80.0,0.0,23.47,,Body Butter,,,Whipped Body,GBP,GBP,65.0,PRDb606f350,50.0,eBay
"Solid Shampoo For Oily Hair, 80",PRD49a2a30e,"Solid Shampoo For Curly Hair, 80",,eBay - onebioshopcom,main_engine,28.41,Solid Shampoo,83.65,100.0,28.41,,Shampoo Bar,,,Solid Shampoo,GBP,GBP,100.0,PRDb636b1e0,50.0,eBay - onebioshopcom
Hydrating Mandarin & Grapefruit Conditioner Bar,PRDcc53d2c7,Grapefruit Conditioner Bar,,Arcade Skincare,post_processing,9.0,Hydrating Mandarin,84.0,0.0,11.0,,Conditioner Bar,,,Grapefruit Conditioner,GBP,GBP,69.0,PRDb85540e1,50.0,Wharfedale Soaps
No7 Radiance 15% Vitamin C Serum,PRDf55f26f8,15% Vitamin C Complex,ml,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,16.16,No7 Radiance,62.14,50.0,36.0,,Face Serum,25.0,,,GBP,GBP,70.6,PRDb87918cf,50.0,indē wild UK
No7 Radiance 15% Vitamin C Serum,PRDc3be8ff7,grüum Youth Restoring Skin Gel Serum Face Glow Anti aging Vitamin C Serum for Women with Hyaluronic Acid,ml,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,16.16,No7 Radiance,44.84,50.0,13.0,30.0,Face Serum,25.0,ml,,GBP,GBP,66.6,PRDb87918cf,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Kitsch Tea Tree & Mint Clarifying Shampoo Bar,PRD67261e04,Kitsch Biotin Purple Toning Shampoo Bar,,Kitsch,main_engine,11.0,Kitsch,50.05,100.0,11.0,,Shampoo Bar,,,Kitsch,GBP,GBP,74.5,PRDbac6a177,50.0,Kitsch
Eclat Organic Niacinamide Serum for Face,PRD1cf0d660,"Japan Skincare Serum Ampoule, Che rry Blo ssom renewal Serum for Face, Anti Aging Face Serum with Hyaluronic Acid & Niacinamide, Plumping",,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,7.99,Eclat Organic,55.27,50.0,9.99,30.0,Face Serum,,pcs,,GBP,GBP,68.8,PRDbaee4e15,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Folk Soap Shampoo Bar,PRD09cc226c,ecoLiving Shampoo Bar - Soap Free,,Folk Soap,main_engine,6.95,Folk Soap,71.89,50.0,2.0,,Shampoo Bar,,,,GBP,GBP,74.3,PRDbb09309a,50.0,Ecoliving
Folk Soap Shampoo Bar,PRD83cc251e,"Nature Triangle Shampoo Bar: Nature Seven Green Shampoo Soap, Usman Grass Bar, for Women and Mens",,Folk Soap,main_engine,6.95,Folk Soap,60.46,50.0,12.99,2.0,Shampoo Bar,,pcs,,GBP,GBP,66.6,PRDbb09309a,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Folk Soap Shampoo Bar,PRDc1fc924c,"Natural Cinnamon Shampoo Bar for Hair Growth, Moisturizing Hair Shampoo Soap for Damaged Frizzy Hair, Strengthening Solid Shampoo Bar for Men",,Folk Soap,main_engine,6.95,Folk Soap,59.89,50.0,9.99,3.0,Shampoo Bar,,pack,,GBP,GBP,65.3,PRDbb09309a,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Shampoo Bar – Calendula – Fine Hair - Full Size,PRDf41382a6,Shampoo Bar - Lime & Coconut - All Hair Types - Full Size,g,Peace With The Wild,main_engine,7.0,Shampoo Bar,64.75,100.0,7.0,60.0,Shampoo Bar,60.0,g,Shampoo Bar,GBP,GBP,100.0,PRDbb642fb8,100.0,Peace With The Wild
Shampoo Bar – Calendula – Fine Hair - Full Size,PRD07b36331,Shampoo Bar Cantankerous Curls,g,Peace With The Wild,main_engine,7.0,Shampoo Bar,46.07,100.0,7.25,,Shampoo Bar,60.0,,Shampoo Bar,GBP,GBP,69.5,PRDbb642fb8,50.0,The Dartmoor Soap Company
Shampoo Bar – Calendula – Fine Hair - Full Size,PRDc561cff4,Shampoo Bar with Rosemary – Solid Shampoo and Conditioner Bar for Men & Women – Deep Cleansing Hair Soap with Coconut Oil Extracts for Scalp Care,g,Peace With The Wild,main_engine,7.0,Shampoo Bar,38.9,100.0,5.99,,Shampoo Bar,60.0,,Shampoo Bar,GBP,GBP,68.6,PRDbb642fb8,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Shampoo Bar – Calendula – Fine Hair - Full Size,PRD63cbaf21,"Shampoo Bar Castor Oil,Castor Oil Conditioner Bar,Solid Bars Shampoo for Hydration,Strengthening,Nourishing Bars Soap for Hair Growth,Organic Castor",g,Peace With The Wild,main_engine,7.0,Shampoo Bar,40.0,100.0,3.99,,Shampoo Bar,60.0,,Shampoo Bar,GBP,GBP,67.9,PRDbb642fb8,50.0,Amazon.co.uk - Amazon.co.uk-Seller
Shampoo Bar – Calendula – Fine Hair - Full Size,PRDfc83ef9f,Rice Water Shampoo Bar Gentle And Effective Hair Care Solution For Hydration Cleansing And Nourishment pa14 A,g,Peace With The Wild,main_engine,7.0,Shampoo Bar,39.68,50.0,7.95,60.0,Shampoo Bar,60.0,g,,GBP,GBP,66.6,PRDbb642fb8,100.0,fruugo.co.uk
Davines DEDE Shampoo Bar,PRDbc45741b,Davines DEDE Shampoo Bar,,North Laine Hair Company,main_engine,18.5,Davines,100.0,100.0,18.5,,Shampoo Bar,,,Davines,GBP,GBP,100.0,PRDbc45741b,50.0,Davines
ROWSE Universal Shampoo Bar,PRD94df6e4e,Shampoo Bar,,PEONY,post_processing,20.88,ROWSE Universal,80.0,0.0,4.99,,Shampoo Bar,,,Shampoo Bar,GBP,GBP,65.0,PRDbd34f142,50.0,The Suffolk Soap Co.
grüum Hår Zero Plastic Shampoo Bar,PRD194963fe,grüum Hår Brightening Lemon Shampoo Bar,g,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.0,,69.82,50.0,9.0,50.0,Shampoo Bar,50.0,g,,GBP,GBP,89.0,PRDbdaf38ab,100.0,grüum
grüum Hår Zero Plastic Shampoo Bar,PRD9465d12b,grüum Hår Shine Boost Henna + Juniper Shampoo Bar,g,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.0,,65.82,50.0,9.0,50.0,Shampoo Bar,50.0,g,,GBP,GBP,87.6,PRDbdaf38ab,100.0,Amazon.co.uk - Amazon.co.uk-Seller
grüum Hår Zero Plastic Shampoo Bar,PRD85157107,Grüum Twin Pack Nourishing Shampoo Bar - Solid Shampoo Bars for Hair Up to 60 Washes - Plastic Free Vegan Bar for Men & Women - Paraben Free Rich,g,Amazon.co.uk - Amazon.co.uk-Seller,main_engine,9.0,,58.85,50.0,15.0,50.0,Shampoo Bar,50.0,g,Grüum Twin,GBP,GBP,82.5,PRDbdaf38ab,100.0,Amazon.co.uk - Amazon.co.uk-Seller
