product_1_id,product_1_name,product_2_id,product_2_name,similarity,name_similarity,brand_similarity,size_similarity
PRDdb6d7d3a,Mimosu Rice Water Hair Growth Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDdb89e460,Fer A Cheval Solid Hair Conditioning Bar,PRDaaa984c3,Solid Hair Conditioner Bar,69.6,88.46153846153845,45.45454545454546,50
PRDdc45d7bb,Turmeric & Lemon Shampoo Bar - Akoma Skincare,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDdc65729d,Body Butter with Mango Butter – Lime,PRDf1b0c5d0,Body Butter with Mango Butter – Patchouli and Orange,91.6,93.75,100.0,50
PRDdc78a78e,Beauty of Joseon Revive Serum Mucin,PRD1d5c7de4,Beauty of Joseon Glow Deep Serum,85.1,81.9672131147541,100.0,50
PRDdc82cf00,Naturium The Glow Getter Multi-Oil Body Butter,PRDfd79310d,Argan Oil Body Butter,68.5,86.48648648648648,45.45454545454546,50
PRDdc8f270c,Mor Cosmetics Snow Gardenia Body Butter,PRDfa6f41b0,Cocoa Body Butter,68.6,86.66666666666667,45.45454545454546,50
PRDdcd026cb,Solid Fragrance Free Plain Compostable Biodegradable Conditioner Bar,PRDd1a85495,Bella Conditioner Bar,76.8,90.0,63.63636363636363,50
PRDdcd5232f,Phogary Hair Shampoo Bar,PRD6638f667,PHOGARY Hair Shampoo Bar,82.3,100.0,63.63636363636363,50
PRDdcefb3a6,Corpus No. Green Body Butter,PRDe20ca495,Burst Bodycare Orange Body Butter,68.8,75.55555555555556,63.63636363636363,50
PRDdd76c9c5,Rainforest Revival Shampoo Bar Subscription,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDdd7f4e85,Mallows Beauty Birthday Cake Body Butter,PRD498ac8dd,Mallows Beauty AHA Peachy Body Butter,81.6,75.67567567567568,100.0,50
PRDdd85df46,"Nature Triangle Shampoo Bar, Nature Seven Green Soap shampoo, Seven Green Shampoo bar, Usman Grass Shampoo Bar, Polygonum Shampoo Soap, Calming &",PRD9f09222c,Nature Triangle Usman Grass Shampoo Bar,85.0,81.81818181818181,100.0,50
PRDdda5fe40,Arencia Holy Hyssop Serum 12,PRD8735fe9a,Q+A Hyaluronic Acid Facial Serum,55.1,56.41025641025641,54.54545454545454,50
PRDde06dc8b,Battle Green Natural Conditioner Bars (),PRD591db5d1,Natural Conditioner Bar,79.1,100.0,54.54545454545454,50
PRDde2fa45e,Malva & Lemon Funky Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDdea2a255,Clarins Deluxe Double Serum Collection,PRDe4505e3f,L'Oreal Paris Age Perfect Defying Serum Le Duo,56.6,53.333333333333336,63.63636363636363,50
PRDdf10427c,Handmade Natural Shampoo Bars Plastic-Free | Vegan | Hair-Nourishing | No Transition Phase Pink,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDdf2e3612,Comfort Zone Sublime Skin Intensive Serum,PRD88222f1e,B. Brightening Serum,63.6,68.57142857142857,45.45454545454546,100
PRDdf360155,Paula's Choice 10% Niacinamide Booster,PRDd65f77fd,Niacinamide Serum,63.0,76.47058823529412,45.45454545454546,50
PRDe012315c,Medicube Triple Collagen Serum 4.0,PRD20b225cf,Kiehl's Retinol Skin-Renewing Daily Micro-Dose Serum,59.1,52.0,72.72727272727273,50
PRDe0b70b3d,Yorkshire Goddess Shampoo Bar,PRD94df6e4e,Shampoo Bar,72.7,100.0,36.36363636363637,50
PRDe128499b,Balance Active Formula Brightening Serum,PRDd1ca1607,Balance Active Formula Niacinamide Blemish Recovery Serum,82.3,76.92307692307692,100.0,50
PRDe1b4ac16,Derma V10 Cocoa Body Butter,PRD8ed88d88,Derma V10 Body Butter Coconut,88.1,87.5,100.0,50
PRDe1bcf0a9,Solar Flare Body Butter Vanilla Plum Bnwt,PRD8a0cae3f,Savage Body Butter,66.9,77.77777777777779,54.54545454545454,50
PRDe20ca495,Burst Bodycare Orange Body Butter,PRD7d4c7911,Burst Bodycare Aloe Body Butter,87.9,87.09677419354838,100.0,50
PRDe24e6862,Areton HandMade Solid Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDe3037209,Luxplus Argan Oil Body Butter,PRDfd79310d,Argan Oil Body Butter,79.1,100.0,54.54545454545454,50
PRDe35a5fb3,ethique Smoothing Shampoo Bar for Frizzy Hair 10 Uses,PRD39a03679,ethique Shampoo Bar for Fine,83.2,78.57142857142857,100.0,50
PRDe378fa9a,The Pink Muff Conditioner Bar,PRD4c4baf48,Mint Conditioner Bar,73.0,88.88888888888889,54.54545454545454,50
PRDe3801ce9,(2-pack) Sand + Fog California Beach House Whipped Body Butter,PRDad54c918,100% pure French Lavender Whipped Body Butter,77.6,68.42105263157895,100.0,50
PRDe408fb7b,Coconut Curls Conditioning Shampoo Bar Trial Size,PRD6ac91761,Coconut Curls Conditioning Shampoo Bar,95.0,100.0,100.0,50
PRDe42b3890,Faith in Nature - Shampoo Bar Lavender & Geranium,PRDc40d85f0,Faith In Nature Shampoo Bar Lavender & Geranium 85gm,100.0,100.0,100.0,100
PRDe4505e3f,L'Oreal Paris Age Perfect Defying Serum Le Duo,PRD13bb90a1,Garnier Brightening Serum,60.3,60.0,63.63636363636363,50
PRDe4842ed8,Soap & Glory Original The Righteous Butter Body Lotion,PRDf4402683,Soap & Glory Body Butter The Righteous Butter,85.1,81.92771084337349,100.0,50
PRDe4894e60,ecoLiving Shampoo bar Fragrance Free /,PRD09cc226c,ecoLiving Shampoo Bar - Soap Free,88.0,87.27272727272728,100.0,50
PRDe4a46626,The Ordinary Niacinamide 10% + Zinc 1% Face Serum,PRDce9b3f2d,The Ordinary Niacinamide 10% + Zinc 1%,95.0,100.0,100.0,50
PRDe4a75ca8,Hairy Jayne Solid Conditioner Bar,PRDc8e73bf0,Hairy Jayne Musk Conditioner Bar,88.1,87.5,100.0,50
PRDe4d41f9e,Earth To Skin Care Solid Body Butter Spring/summer Series .,PRD53e6dd0d,Lavender Body Butter,69.0,70.0,72.72727272727273,50
PRDe51784bf,Cocoa & Vanilla Body Butter,PRD6f41c8ba,NCLA Beauty Hi Butter Coconut Vanilla Body Butter,73.0,88.88888888888889,54.54545454545454,50
PRDe522a9dd,La Roche Posay Cicaplast B5 Serum,PRD1013f8e3,La Roche Posay Hyalu B5 Hyaluronic Acid Serum,80.5,73.6842105263158,100.0,50
PRDe587ea8a,KinKind Make Me Shine Conditioner Bar,PRD22c33c78,Conditioner Bars,77.3,96.7741935483871,54.54545454545454,50
PRDe7126446,Pink Sheep Do Exist Shampoo Bar,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRDe74180c3,Brightening Serum,PRD13bb90a1,Garnier Brightening Serum,79.1,100.0,54.54545454545454,50
PRDe76a14df,Unscented Conditioner Bars,PRD0e1b0d18,Unscented Conditioner Solid Bar,91.6,93.87755102040816,100.0,50
PRDe7fa5744,Ginger Hair Regrowth Shampoo Bar,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRDe84588de,Conditioner bar for oily hair - – Bain & Savon Ltd,PRD954f0cea,Conditioner bar - The Green Turtle Unscented,72.8,59.70149253731343,100.0,50
PRDe86336bb,Garnier Ultimate Blends Coconut Hydrating Shampoo Bar with Aloe Vera for Normal Hair,PRD83f84d5b,Garnier Ultimate Blends Delicate Oat Softening Shampoo Bar,83.6,79.27927927927928,100.0,50
PRDe87d03f9,"unbrand Castor Oil Conditioner Bar - Nourishing & Soothing Natural Deep Conditioner for All Hair Types - Hair Moisturizing, Cleansing Solid Soap Ba...",PRD431f8794,pure anada Soothing Natural Conditioner Bar,82.2,76.74418604651163,100.0,50
PRDe8f610d1,Melvita Argan Bio Active Expert Smoothing & Radiance Serum,PRDf2b24498,Nunaïa Nourishing Radiance Serum,62.4,75.47169811320755,45.45454545454546,50
PRDe97e9e23,Bye Bye Dark Spots Niacinamide Serum,PRDd65f77fd,Niacinamide Serum,75.9,100.0,45.45454545454546,50
PRDe9b597c0,Solid Conditioner Bar - Lavender,PRDaed0941e,Solid Conditioner Bar ~ Sweet & Fruity Scents,87.1,85.71428571428572,100.0,50
PRDeb4582ce,Peppermint Solid Conditioner Bar: Vegan Haircare for Itchy Scalp,PRD22c33c78,Conditioner Bars,72.5,93.75,45.45454545454546,50
PRDeb51d39a,"Organic Shea Butter, Raw & Unrefined Shea Butters for Body, Face & Hair, Pure Shea Butter with vitamins A, E & F, Long-Lasting Hydration for Dry Skin",PRD305bce14,Fushi Organic Shea Butter Original,64.1,78.57142857142857,45.45454545454546,50
PRDeb52c05a,"Ultra Nourishing Coconut Oil Shampoo Bar, Smoothing And Cleansing Hair Soap with Natural Oils for Silky, Manageable Hair",PRD94df6e4e,Shampoo Bar,72.7,100.0,36.36363636363637,50
PRDeb8c5891,KinKind Shampoo & Bodywash Bars Set,PRD033d0941,KinKind Shampoo Bar Set,86.8,85.0,100.0,50
PRDebc5b2f6,Neve's Bees Daily Face Serum,PRD8363fb23,Vata Face Serum,67.4,84.61538461538461,45.45454545454546,50
PRDed70a921,FOAMIE Shake Your Coconuts Shampoo Bar for Normal Hair,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDee0124b8,Lemongrass Solid Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRDee2dd3fd,grüum Frizz Control Shampoo Bar Vegan,PRDbdaf38ab,grüum Hår Zero Plastic Shampoo Bar,78.9,70.76923076923076,100.0,50
PRDee369425,Donggubat Hair Conditioner Bar,PRD85dafdb6,RAWROOTS.eu Conditioner Bar,73.5,78.26086956521739,72.72727272727273,50
PRDef1d0018,VIORI Terrace Garden Shampoo Bar,PRD94df6e4e,Shampoo Bar,72.7,100.0,36.36363636363637,50
PRDef469070,"Cacumen Biotae Isatis Indicotica Shampoo Bar, Usman Shampoo Bar Grass",PRDda45072e,"Cacumen Biotae Isatis Indicotica Shampoo Bar, Usman Shampoo Grass Bar",93.3,96.96969696969697,100.0,50
PRDef5fef33,Jeanne Piaubert Anti-Ageing Serum,PRDe74180c3,Brightening Serum,67.3,78.57142857142857,54.54545454545454,50
PRDeff54c48,Soap and Glory The Righteous Body Butter,PRDa2063a8c,Soap & And Glory The Righteous Body Butter,95.0,100.0,100.0,50
PRDeffce7b9,Celimax Pore + Dark Spot Brightening Serum,PRDe74180c3,Brightening Serum,79.1,100.0,54.54545454545454,50
PRDf0458c57,ETHIQUE SHAMPOO BAR JASMINE FOR HAIR TREATMENT - BEST SHAMPOO BAR VEGAN AND CRUELTY FREE DRY SOAP BAR,PRD94df6e4e,Shampoo Bar,72.7,100.0,36.36363636363637,50
PRDf06273d2,The Ilex Wood Frankincense and Bergamot Facial Serum,PRDd1c77b24,"Bee Venom Face Serum – Anti Ageing Face Serum for Wrinkles,Deeply Moisturize & Hydrate Skin with Hyaluronic Acid & Glycerin,Soothes & Firms for",64.9,56.84210526315789,81.81818181818181,50
PRDf08bf423,Skybottle Blue Agave Body Butter,PRD8a0cae3f,Savage Body Butter,70.9,90.9090909090909,45.45454545454546,50
PRDf098e420,Body Butter For Dry Skin Mango (body Butter),PRD1d9f2d43,Body Butter (new) Charging....body Butter - Organic Oatmeal Scented,80.9,74.35897435897436,100.0,50
PRDf0e016fd,Mallows Beauty Hyaluronic Acid Serum,PRDf67e5dce,Mancave Hyaluronic Face Serum,70.4,78.43137254901961,63.63636363636363,50
PRDf0e80e98,Herbal Hair Care Formula Cacumen Biotae Isatis Indicotica Shampoo Bar,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRDf0eaaa00,BRIXY Balancing Shampoo and Conditioner Bar Set,PRDb526dedc,Shampoobars Conditioner Bar,76.2,88.88888888888889,63.63636363636363,50
PRDf1b0c5d0,Body Butter with Mango Butter – Patchouli and Orange,PRDdc65729d,Body Butter with Mango Butter – Lime,91.6,93.75,100.0,50
PRDf1dd78e3,Garnier Vitamin C Brightening and Anti Dark Spot Serum Duo,PRD13bb90a1,Garnier Brightening Serum,74.9,63.41463414634146,100.0,50
PRDf1e29bae,The Highland Soap Co. Seaweed Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDf204f305,Clinique Moisture Surge Active Glow Serum,PRDd65f77fd,Niacinamide Serum,59.6,58.82352941176471,63.63636363636363,50
PRDf22a5aba,Nope. Unisex Argan Roots Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDf28d9a04,Naturally Gorgeous Cosmetics Fruit Tea Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRDf2b13eb3,I Love Coconut & Cream Body Butter,PRDa700eca3,I Love Cosmetics Body Butter Mango & Papaya,82.2,76.66666666666666,100.0,50
PRDf2b24498,Nunaïa Nourishing Radiance Serum,PRD3d881715,Liz Earle Restore & Glow Instant Radiance Serum,65.3,69.0909090909091,63.63636363636363,50
PRDf2daad50,"2025 Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",PRDd8d93ae9,"1-3x Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",99.2,98.54014598540147,100.0,100
PRDf2ddeefc,Saving Face Serum Solid Face Serum,PRD8363fb23,Vata Face Serum,70.6,84.61538461538461,54.54545454545454,50
PRDf3e97cb3,Bleach London Rose Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDf40ee1de,The Moms Co Natural Body Butter,PRDfa6f41b0,Cocoa Body Butter,70.2,83.87096774193549,54.54545454545454,50
PRDf41382a6,Shampoo Bar - Lime & Coconut - All Hair Types - Full Size,PRD94df6e4e,Shampoo Bar,95.0,100.0,100.0,50
PRDf4402683,Soap & Glory Body Butter The Righteous Butter,PRDd4a6232d,Soap & Glory The Righteous Butter Body Butter,86.1,83.78378378378379,100.0,50
PRDf4717bcd,Sarah Chapman Skinesis Age Repair Serum,PRD6500d4ff,Grown Alchemist Age-Repair Serum,66.9,77.77777777777779,54.54545454545454,50
PRDf4b0965c,CeraVe Resurfacing Retinol Serum,PRDf81e5fe7,SkinCeuticals Serum 10,61.1,61.53846153846154,63.63636363636363,50
PRDf525261a,Q+A Peptide Facial Serum,PRD57335c31,BingoSpa Active Face Serum,66.6,71.42857142857143,63.63636363636363,50
PRDf55f26f8,15% Vitamin C Complex,PRD16ccacb6,"20% Vitamin C Serum, Korean Serum with Hyaluronic Acid, Anti Aging Face Serums For Wrinkles & Fine Lines, Moisturizing Dark Spot Remover for Face",77.7,68.57142857142857,100.0,50
PRDf57f1fc4,Kitsch Strengthening Hair Conditioner Bar with Rice Water Protein | Made in US | Eco-Friendly Cleansing and Moisturizing,PRD23f40b89,Kitsch Castor Oil Nourishing Conditioner Bar,80.1,72.94117647058825,100.0,50
PRDf615961c,Medik8 Crystal Retinal 10,PRDa93d26db,ACM Duolys A Retinol Serum,55.2,56.52173913043479,54.54545454545454,50
PRDf6184dc0,"Onion Rosemary Shampoo Bar, Reduce Hair loss and Breakage, Deep Cleansing & Moisturing, Improving Scalps and Strengthening Hairs, Suitable for All",PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRDf6472e28,Palmer's Natural Vitamin E Body Butter,PRD53e6dd0d,Lavender Body Butter,68.1,80.0,54.54545454545454,50
PRDf67820d3,Scottish Fine Soaps Men's Grooming Thistle & Black Pepper Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDf67e5dce,Mancave Hyaluronic Face Serum,PRDf0e016fd,Mallows Beauty Hyaluronic Acid Serum,70.4,78.43137254901961,63.63636363636363,50
PRDf6fe0f22,Rhug Wild Beauty Active Treatment Serum With Hyaluronic Acid,PRD11b46c1b,Huygen Hyaluronic Acid Concentrate,60.8,66.66666666666667,54.54545454545454,50
PRDf7f8d05c,Shampoobars 3 in 1 Bar,PRD94df6e4e,Shampoo Bar,73.3,95.23809523809523,45.45454545454546,50
PRDf7fd4b86,Naturium Vitamin C Complex Face Serum with Hyaluronic Acid & Vitamin E,PRD2e2e40ea,"L'Oréal Paris Plump and Glow Serums Bundle with 1.5% Hyaluronic Acid, Vitamin E and Anti-Oxidants",62.1,69.11764705882352,54.54545454545454,50
PRDf80294f8,Evolve Beauty Hyaluronic Serum 200,PRDf0e016fd,Mallows Beauty Hyaluronic Acid Serum,62.8,76.19047619047619,45.45454545454546,50
PRDf81e5fe7,SkinCeuticals Serum 10,PRDcc0c35a3,SkinCeuticals A.G.E. Interrupter Ultra Serum,64.3,78.94736842105263,45.45454545454546,50
PRDf83acaff,Friendly Soap Shampoo Bar - Lav & Tea Tree,PRDb311571e,Friendly Soap Plastic-Free Shampoo Bar,83.7,79.36507936507937,100.0,50
PRDf86971cb,1%bakuchiol,PRDc3be8ff7,grüum Youth Restoring Skin Gel Serum Face Glow Anti aging Vitamin C Serum for Women with Hyaluronic Acid,72.5,50.0,100.0,100
PRDf8b4251b,"Ethique, The Guardian Solid Conditioner for Normal or Dry Hair",PRD22c33c78,Conditioner Bars,68.8,81.25,54.54545454545454,50
PRDf8dd2af5,Project Lavender & Lemongrass Shampoo Bar,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRDf8dedc5c,Ditanpu Unisex Natural Polygonum Multiflorum Hair Soap,PRD67dd1188,"Suzuki-sasaki Cypress Leaf Shampoo Bar, Polygonum Multiflorum, Usman",60.4,65.93406593406593,54.54545454545454,50
PRDf8e52f94,Nature's Journey Hydrating Face Serum,PRDca2d45b1,Plantifique Face Serum,67.8,73.6842105263158,63.63636363636363,50
PRDf95351b6,Wideye Hair Fuel Conditioner Bar,PRD22c33c78,Conditioner Bars,74.1,96.7741935483871,45.45454545454546,50
PRDf97646d2,Good Molecules Discoloration Correcting Serum,PRDa9143a2c,Good Molecules Daily Brightening Serum,77.8,68.65671641791045,100.0,50
PRDf97f8370,Beauty of Joseon Light On Serum,PRDdc78a78e,Beauty of Joseon Revive Serum Mucin,84.0,80.0,100.0,50
PRDf9f5b6d4,Hand and Body Cream/Butter Sweet Orange,PRD1ffada33,mCaffeine Coffee Body Butter with Berries,70.9,56.25,100.0,50
PRDfa3f214e,Handmade Anti-dandruff Shampoo Bar For Hair Growth Care Soap,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDfa4011cb,Lush Angel Hair Shampoo Bar,PRD94df6e4e,Shampoo Bar,75.9,100.0,45.45454545454546,50
PRDfa6f41b0,Cocoa Body Butter,PRDe1b4ac16,Derma V10 Cocoa Body Butter,75.9,100.0,45.45454545454546,50
PRDfa88868b,"Denuotop Hair Shampoo Bar, Anti Hair Loss Soap,Anti-hair Loss Rice Shampoo Bar,Solid Shampoo, Organic Herbal Solid Soap Hair, Hair Loss Anti Dandru...",PRD383ec9db,"Hair Shampoo Bar, Anti Hair Loss Soap,anti-hair Loss Rice Shampoo Bar,solid Shampoo, Organic Herbal Solid Soap Hair, Hair Loss Anti Dandruff,shampoo B",77.3,96.7741935483871,54.54545454545454,50
PRDfb8bacb6,Derma V10 Body Butter Moisturising Cream Vegan Friendly (Coconut),PRDe1b4ac16,Derma V10 Cocoa Body Butter,88.1,87.5,100.0,50
PRDfbf2977a,Shea Butter Refined,PRD8a71614b,Shea Butter – Refined Resealable Pouch,95.0,100.0,100.0,50
PRDfbf3d64f,Chamomile & Bergamot Rejuvenating Facial Serum,PRDb56e9b70,Bubble T Hybrid Facial Serum,67.9,68.0,72.72727272727273,50
PRDfc2db389,Natural Conditioning Bar,PRD58ebb55e,All Natural Conditioner Bar,73.2,89.36170212765957,54.54545454545454,50
PRDfc83ef9f,Rice Water Shampoo Bar Gentle And Effective Hair Care Solution For Hydration Cleansing And Nourishment pa14 A,PRDbdaf38ab,grüum Hår Zero Plastic Shampoo Bar,76.9,60.71428571428572,100.0,85
PRDfcb66de9,Hair Conditioner Bar- - Patchouli & Sandalwood - SUMA,PRDc3edf337,Hair Conditioner Bar by Superfly Soap Banana Fragrance. Natural,76.7,66.66666666666667,100.0,50
PRDfce740e3,CeraVe Hydrating Hyaluronic Acid Serum,PRD8735fe9a,Q+A Hyaluronic Acid Facial Serum,72.1,81.4814814814815,63.63636363636363,50
PRDfd087ec4,Mango Body Butter | Deep Moisturising & Skin Repair – Baorri,PRD8a0cae3f,Savage Body Butter,68.1,80.0,54.54545454545454,50
PRDfd186771,Judith Williams Life Long Beauty Grand Cru Body Butter,PRD53e6dd0d,Lavender Body Butter,69.2,82.05128205128204,54.54545454545454,50
PRDfd3ca522,I Love Cosmetics Women's English Rose Body Butter,PRD01f73956,I Love Wellness Sleep Body Butter,76.7,66.66666666666667,100.0,50
PRDfd79310d,Argan Oil Body Butter,PRDe3037209,Luxplus Argan Oil Body Butter,79.1,100.0,54.54545454545454,50
PRDfd9a5123,New Conditioner Bars Peppermint and Eucalyptus Shampoo and Conditioner Set,PRD22c33c78,Conditioner Bars,75.9,100.0,45.45454545454546,50
PRDfe1714ec,Delicia Drench Body Butter -no Colour In Transparent,PRD8be27dc1,Signature Body Butter,66.0,76.19047619047619,54.54545454545454,50
PRDfe307107,Nacomi Mango-Strawberry Body Butter,PRD02433fbc,Strawberry Body Butter,75.9,100.0,45.45454545454546,50
PRDfebbb9a2,Sink Or Swim Bath Bubble And Beyond Shampoo Bar,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
PRDff02931a,No7 Beautiful Skin Intensive Body Butter,PRDfa6f41b0,Cocoa Body Butter,69.6,82.75862068965517,54.54545454545454,50
PRDff0751f9,Olay Retinol24 Max Night Serum,PRDe74180c3,Brightening Serum,61.6,74.07407407407408,45.45454545454546,50
PRDff2e9b24,Ethique Wonderbar Conditioner Bar for Oily-Normal Hair-Mini,PRDc18dacd6,Ethique Wonderbar Conditioner Bar For Oily to Normal Hair,93.5,97.2972972972973,100.0,50
PRDff6edfe4,Neal's Yard Remedies Aromatic Body Butter,PRD53e6dd0d,Lavender Body Butter,68.5,75.0,63.63636363636363,50
PRDff81f396,Hibiscus Conditioner Bar for damaged hair by Foamie,PRD22c33c78,Conditioner Bars,72.5,93.75,45.45454545454546,50
PRDff85511b,Sanctuary Spa Signature Collection Body Butter,PRD78142e75,Sanctuary Spa Signature Natural Oils Melting Pearl Body Butter,79.6,72.0,100.0,50
PRDffe8bd97,Friendly Shampoo Bar | Lavender and Tea Tree,PRD94df6e4e,Shampoo Bar,79.1,100.0,54.54545454545454,50
