price_1,brand_2,size_value_2,currency_2,product_1_id,lexical_similarity,product_1_name,product_2_name,size_similarity,retailer_1,size_unit_1,size_value_1,brand_1,size_unit_2,currency_1,price_2,brand_similarity,match_source,product_2_id,retailer_2,similarity,category
5.5,Eco Warrior,,GBP,PRDc39c546e,70.18,Eco Warrior Dry Hair Shampoo Bar,Eco Warrior Sensitive Scalp Shampoo Bar,50.0,Tesco,,,Eco Warrior,,GBP,4.35,100.0,main_engine,PRD073ac21d,Waitrose & Partners,97.0,Shampoo Bar
5.5,Eco Warrior,,GBP,PRDc39c546e,67.96,Eco Warrior Dry Hair Shampoo Bar,Eco Warrior Men's Edit Shampoo Bar,50.0,Tesco,,,Eco Warrior,,GBP,5.5,100.0,main_engine,PRDc0f51385,Amazon.co.uk,93.6,Shampoo Bar
5.5,Eco Warrior,,GBP,PRDc39c546e,76.97,Eco Warrior Dry Hair Shampoo Bar,Eco Warrior Blue Shampoo Bar,50.0,Tesco,,,Eco Warrior,,GBP,6.5,100.0,main_engine,PRD3d2887a7,Justmylook,100.0,Shampoo Bar
4.0,Garnier,,GBP,PRDc5fa35a7,69.41,Garnier Ultimate Blends Honey Treasures Strengthening Shampoo Bar,Garnier Ultimate Blends Argan & Camellia Shampoo Bar,50.0,Tesco,,,Garnier,,GBP,4.47,100.0,main_engine,PRD3ac1f6ed,Amazon.co.uk - Amazon.co.uk-Seller,93.2,Shampoo Bar
4.0,Garnier,60.0,GBP,PRDc5fa35a7,68.84,Garnier Ultimate Blends Honey Treasures Strengthening Shampoo Bar,Garnier Ultimate Blends Shampoo Bar Ginger Recovery,50.0,Tesco,,,Garnier,g,GBP,5.25,100.0,main_engine,PRD3873f52e,Amazon.co.uk - Amazon.co.uk-Seller,91.2,Shampoo Bar
7.0,Faith in Nature,,GBP,PRDe42b3890,65.0,Faith in Nature - Shampoo Bar Lavender & Geranium,Faith in Nature Coconut & Shea Butter Shampoo Bar,50.0,Holland & Barrett,g,85.0,Faith in Nature,,GBP,7.0,100.0,main_engine,PRD1e850c4f,Holland & Barrett,85.8,Shampoo Bar
7.0,Faith in Nature,,GBP,PRDe42b3890,100.0,Faith in Nature - Shampoo Bar Lavender & Geranium,Faith in Nature Lavender & Geranium Shampoo Bar,50.0,Holland & Barrett,g,85.0,Faith in Nature,,GBP,7.0,100.0,main_engine,PRD6c1d66f0,Faith in Nature,100.0,Shampoo Bar
7.0,Faith in Nature,,GBP,PRDe42b3890,72.07,Faith in Nature - Shampoo Bar Lavender & Geranium,Faith in Nature Shea & Argan Shampoo Bar,50.0,Holland & Barrett,g,85.0,Faith in Nature,,GBP,5.25,100.0,main_engine,PRDc2643e4f,Natural Collection,92.2,Shampoo Bar
7.0,Faith in Nature,85.0,GBP,PRDe42b3890,95.0,Faith in Nature - Shampoo Bar Lavender & Geranium,Faith In Nature Shampoo Bar Lavender & Geranium 85gm,100.0,Holland & Barrett,g,85.0,Faith in Nature,g,GBP,46.32,100.0,main_engine,PRDc40d85f0,eBay - gudz_uk,100.0,Shampoo Bar
7.0,Faith in Nature,,GBP,PRD1e850c4f,65.0,Faith in Nature Coconut & Shea Butter Shampoo Bar,Faith in Nature Lavender & Geranium Shampoo Bar,50.0,Holland & Barrett,,,Faith in Nature,,GBP,7.0,100.0,main_engine,PRD6c1d66f0,Faith in Nature,85.4,Shampoo Bar
7.0,Faith in Nature,,GBP,PRD1e850c4f,81.52,Faith in Nature Coconut & Shea Butter Shampoo Bar,Faith in Nature Shea & Argan Shampoo Bar,50.0,Holland & Barrett,,,Faith in Nature,,GBP,5.25,100.0,main_engine,PRDc2643e4f,Natural Collection,100.0,Shampoo Bar
7.0,Faith in Nature,85.0,GBP,PRD1e850c4f,61.97,Faith in Nature Coconut & Shea Butter Shampoo Bar,Faith In Nature Shampoo Bar Lavender & Geranium 85gm,50.0,Holland & Barrett,,,Faith in Nature,g,GBP,46.32,100.0,main_engine,PRDc40d85f0,eBay - gudz_uk,84.7,Shampoo Bar
4.47,Garnier,60.0,GBP,PRD3ac1f6ed,71.63,Garnier Ultimate Blends Argan & Camellia Shampoo Bar,Garnier Ultimate Blends Shampoo Bar Ginger Recovery,50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Garnier,g,GBP,5.25,100.0,main_engine,PRD3873f52e,Amazon.co.uk - Amazon.co.uk-Seller,92.8,Shampoo Bar
3.0,Ethique Heali,,GBP,PRD39a03679,63.51,ethique Shampoo Bar for Fine,Ethique Heali Kiwi Solid Shampoo Bar,50.0,Ethique GB,,,,,GBP,8.86,50.0,main_engine,PRDbe4a00e2,eBay,68.9,Shampoo Bar
3.0,,,GBP,PRD39a03679,68.66,ethique Shampoo Bar for Fine,ethique Clarifying Shampoo Bar for Oily Hair & Scalp 10 Uses,50.0,Ethique GB,,,,,GBP,3.0,50.0,main_engine,PRD164e18d5,Ethique GB,73.5,Shampoo Bar
3.0,ETHIQUE SHAMPOO,,GBP,PRD39a03679,64.78,ethique Shampoo Bar for Fine,ETHIQUE SHAMPOO BAR JASMINE FOR HAIR TREATMENT - BEST SHAMPOO BAR VEGAN AND CRUELTY FREE DRY SOAP BAR,50.0,Ethique GB,,,,,GBP,18.55,50.0,main_engine,PRDf0458c57,pure-keratin.com,68.4,Shampoo Bar
3.0,,,GBP,PRD39a03679,70.12,ethique Shampoo Bar for Fine,ethique Smoothing Shampoo Bar for Frizzy Hair 10 Uses,50.0,Ethique GB,,,,,GBP,3.0,50.0,main_engine,PRDe35a5fb3,Ethique GB,73.8,Shampoo Bar
5.5,Eco Warrior,,GBP,PRD17d42fdf,71.28,Eco Warrior Nourishing Shampoo Bar,Eco Warrior Sensitive Scalp Shampoo Bar,50.0,Tesco,,,Eco Warrior,,GBP,4.35,100.0,main_engine,PRD073ac21d,Waitrose & Partners,97.7,Shampoo Bar
5.5,Eco Warrior,,GBP,PRD17d42fdf,68.42,Eco Warrior Nourishing Shampoo Bar,Eco Warrior Men's Edit Shampoo Bar,50.0,Tesco,,,Eco Warrior,,GBP,5.5,100.0,main_engine,PRDc0f51385,Amazon.co.uk,94.3,Shampoo Bar
5.5,Eco Warrior,,GBP,PRD17d42fdf,80.78,Eco Warrior Nourishing Shampoo Bar,Eco Warrior Blue Shampoo Bar,50.0,Tesco,,,Eco Warrior,,GBP,6.5,100.0,main_engine,PRD3d2887a7,Justmylook,100.0,Shampoo Bar
3.25,Friendly Soap,,GBP,PRD214bc95b,75.21,Friendly Soap Lavender & Geranium Shampoo Bar,Friendly Soap - Lavender & Tea Tree Shampoo Bar - Eco Friendly,50.0,Hell Yeah,,,Friendly Soap,,GBP,2.95,100.0,main_engine,PRD6572e1b1,Indespoke,98.3,Shampoo Bar
3.25,Friendly Soap,95.0,GBP,PRD214bc95b,65.4,Friendly Soap Lavender & Geranium Shampoo Bar,Friendly Soap Shampoo Bar - Lav & Tea Tree,50.0,Hell Yeah,,,Friendly Soap,g,GBP,3.29,100.0,main_engine,PRDf83acaff,QuickVit,90.4,Shampoo Bar
3.25,Friendly Soap,,GBP,PRD214bc95b,67.62,Friendly Soap Lavender & Geranium Shampoo Bar,Friendly Soap Plastic-Free Shampoo Bar,50.0,Hell Yeah,,,Friendly Soap,,GBP,2.6,100.0,main_engine,PRDb311571e,Boobalou,91.5,Shampoo Bar
3.25,Friendly Soap,,GBP,PRD214bc95b,72.99,Friendly Soap Lavender & Geranium Shampoo Bar,Soapy Scraps Shampoo Bar - Lavender & Tea Tree | Friendly Soap,50.0,Hell Yeah,,,Friendly Soap,,GBP,10.99,100.0,main_engine,PRDc26d29e5,Friendly Soap,96.6,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,62.65,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,9.99,100.0,main_engine,PRD223495c4,Amazon.co.uk - Amazon.co.uk-Seller,93.5,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,50.39,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar, Natural Usman Grass Glutinous Rice Water Solid Shampoo Bar,Thinning Hair-Volume Shampoo Bar for Men and Women,Hair Growth",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,6.95,100.0,main_engine,PRDbfb66f63,Amazon.co.uk - Amazon.co.uk-Seller,82.1,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,70.64,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar, Nature Seven Green Soap shampoo, Seven Green Shampoo bar, Usman Grass Shampoo Bar, Polygonum Shampoo Soap, Calming &",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,6.99,100.0,main_engine,PRDdd85df46,Amazon.co.uk - Amazon.co.uk-Seller,98.4,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,54.19,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar - Natural Usman Grass Glutinous Rice Water Solid Shampoo Bar For Hair Care & Hair Growth, Calming & Strengthens Hairs For",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,5.55,100.0,main_engine,PRD64e43e15,Amazon.co.uk - Amazon.co.uk-Seller,86.0,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,62.14,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,9.98,100.0,main_engine,PRD4633f3ef,Amazon.co.uk - Amazon.co.uk-Seller,93.8,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,74.12,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()",Nature Triangle Usman Grass Shampoo Bar,50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,9.97,100.0,main_engine,PRD9f09222c,Amazon.co.uk - Amazon.co.uk-Seller,97.5,Shampoo Bar
9.99,,2.0,GBP,PRDbf7d8f07,73.33,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar: Nature Seven Green Shampoo Soap, Usman Grass Bar, for Women and Mens",0.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,pcs,GBP,12.99,50.0,main_engine,PRD83cc251e,Amazon.co.uk - Amazon.co.uk-Seller,70.1,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,48.71,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar, Deep Cleaning Shampoo Bar for Traveling, Cepress Orientalis Platycladus Her-bal Hair Strengthening Soap, Strengthens",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,7.79,100.0,main_engine,PRD2d71f7bb,Amazon.co.uk - Amazon.co.uk-Seller,78.1,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,57.62,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar, 2025 New Nature Seven Green Shampoo, Natural Plant-Based Solid Shampoobar, Gentle Cleansing & Nourishing Care for",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,11.99,100.0,main_engine,PRD644540eb,Amazon.co.uk - Amazon.co.uk-Seller,88.1,Shampoo Bar
9.99,Nature Triangle,2.0,GBP,PRDbf7d8f07,60.37,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar, Nature Green Triangle Solide Shampoo Soap, Cleansing Nourishing Hair Strengthens Hair, for Women And Men ()",0.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,pcs,GBP,9.99,100.0,main_engine,PRDdb039b35,Amazon.co.uk - Amazon.co.uk-Seller,81.6,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,43.63,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar,Control Oil & Strengthen Hair,Natural Shampoo Bar for Women & Men,2 in 1 Shampoo & Conditioner,Travel Shampoo,Cleansing",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,9.99,100.0,main_engine,PRD1854213e,Amazon.co.uk - Amazon.co.uk-Seller,77.5,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,50.46,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar, Natural Grass Glutinous Rice Water Solid Shampoo Bar for Hair Care & Hair Growth, Calming & Strengthens Hair, Gentle on",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,5.28,100.0,main_engine,PRD89df39f4,Amazon.co.uk - Amazon.co.uk-Seller,82.6,Shampoo Bar
9.99,Nature Triangle,2.0,GBP,PRDbf7d8f07,71.71,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar,Natural Plant-Based Solid Shampoo,Nature Green Soap Shampoo,Cleansing & Nourishing Care for Healthy-Looking Hair ()",0.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,pcs,GBP,8.87,100.0,main_engine,PRD4d74acf3,Amazon.co.uk - Amazon.co.uk-Seller,86.9,Shampoo Bar
9.99,Nature Triangle,,GBP,PRDbf7d8f07,61.92,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",50.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,,GBP,11.88,100.0,main_engine,PRD0d372918,fruugo.co.uk,94.3,Shampoo Bar
9.99,,1.0,GBP,PRDbf7d8f07,63.0,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","2025 Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",100.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,pcs,GBP,6.89,50.0,main_engine,PRDf2daad50,fruugo.co.uk,93.2,Shampoo Bar
9.99,,1.0,GBP,PRDbf7d8f07,62.26,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap Shampoos Bars, Nourishing Care for Healthy-Looking Hair ()","1-3x Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",100.0,Amazon.co.uk - Amazon.co.uk-Seller,pcs,1.0,Nature Triangle,pcs,GBP,12.95,50.0,main_engine,PRDd8d93ae9,fruugo.co.uk,93.7,Shampoo Bar
4.35,Eco Warrior,,GBP,PRD073ac21d,66.2,Eco Warrior Sensitive Scalp Shampoo Bar,Eco Warrior Men's Edit Shampoo Bar,50.0,Waitrose & Partners,,,Eco Warrior,,GBP,5.5,100.0,main_engine,PRDc0f51385,Amazon.co.uk,91.6,Shampoo Bar
4.35,Eco Warrior,,GBP,PRD073ac21d,76.97,Eco Warrior Sensitive Scalp Shampoo Bar,Eco Warrior Blue Shampoo Bar,50.0,Waitrose & Partners,,,Eco Warrior,,GBP,6.5,100.0,main_engine,PRD3d2887a7,Justmylook,99.2,Shampoo Bar
6.95,,2.0,GBP,PRDbb09309a,60.46,Folk Soap Shampoo Bar,"Nature Triangle Shampoo Bar: Nature Seven Green Shampoo Soap, Usman Grass Bar, for Women and Mens",50.0,Folk Soap,,,Folk Soap,pcs,GBP,12.99,50.0,main_engine,PRD83cc251e,Amazon.co.uk - Amazon.co.uk-Seller,66.6,Shampoo Bar
6.95,,,GBP,PRDbb09309a,71.89,Folk Soap Shampoo Bar,ecoLiving Shampoo Bar - Soap Free,50.0,Folk Soap,,,Folk Soap,,GBP,2.0,50.0,main_engine,PRD09cc226c,Ecoliving,74.3,Shampoo Bar
6.95,,3.0,GBP,PRDbb09309a,59.89,Folk Soap Shampoo Bar,"Natural Cinnamon Shampoo Bar for Hair Growth, Moisturizing Hair Shampoo Soap for Damaged Frizzy Hair, Strengthening Solid Shampoo Bar for Men",50.0,Folk Soap,,,Folk Soap,pack,GBP,9.99,50.0,main_engine,PRDc1fc924c,Amazon.co.uk - Amazon.co.uk-Seller,65.3,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,56.43,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar, Natural Usman Grass Glutinous Rice Water Solid Shampoo Bar,Thinning Hair-Volume Shampoo Bar for Men and Women,Hair Growth",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,6.95,100.0,main_engine,PRDbfb66f63,Amazon.co.uk - Amazon.co.uk-Seller,86.0,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,76.7,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar, Nature Seven Green Soap shampoo, Seven Green Shampoo bar, Usman Grass Shampoo Bar, Polygonum Shampoo Soap, Calming &",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,6.99,100.0,main_engine,PRDdd85df46,Amazon.co.uk - Amazon.co.uk-Seller,100.0,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,63.89,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar - Natural Usman Grass Glutinous Rice Water Solid Shampoo Bar For Hair Care & Hair Growth, Calming & Strengthens Hairs For",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,5.55,100.0,main_engine,PRD64e43e15,Amazon.co.uk - Amazon.co.uk-Seller,93.0,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,67.49,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,9.98,100.0,main_engine,PRD4633f3ef,Amazon.co.uk - Amazon.co.uk-Seller,96.5,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,73.33,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women",Nature Triangle Usman Grass Shampoo Bar,50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,9.97,100.0,main_engine,PRD9f09222c,Amazon.co.uk - Amazon.co.uk-Seller,94.7,Shampoo Bar
9.99,,2.0,GBP,PRD223495c4,73.33,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women",Natural Triangle Usman Grass Shampoo Bar,50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,pcs,GBP,6.89,50.0,main_engine,PRD4ebccb85,Amazon.co.uk - Amazon.co.uk-Seller,73.5,Shampoo Bar
9.99,,2.0,GBP,PRD223495c4,78.17,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar: Nature Seven Green Shampoo Soap, Usman Grass Bar, for Women and Mens",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,pcs,GBP,12.99,50.0,main_engine,PRD83cc251e,Amazon.co.uk - Amazon.co.uk-Seller,81.9,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,52.78,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar, Deep Cleaning Shampoo Bar for Traveling, Cepress Orientalis Platycladus Her-bal Hair Strengthening Soap, Strengthens",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,7.79,100.0,main_engine,PRD2d71f7bb,Amazon.co.uk - Amazon.co.uk-Seller,80.5,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,59.06,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar, 2025 New Nature Seven Green Shampoo, Natural Plant-Based Solid Shampoobar, Gentle Cleansing & Nourishing Care for",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,11.99,100.0,main_engine,PRD644540eb,Amazon.co.uk - Amazon.co.uk-Seller,88.7,Shampoo Bar
9.99,Nature Triangle,2.0,GBP,PRD223495c4,64.38,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar, Nature Green Triangle Solide Shampoo Soap, Cleansing Nourishing Hair Strengthens Hair, for Women And Men ()",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,pcs,GBP,9.99,100.0,main_engine,PRDdb039b35,Amazon.co.uk - Amazon.co.uk-Seller,92.8,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,52.76,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar,Control Oil & Strengthen Hair,Natural Shampoo Bar for Women & Men,2 in 1 Shampoo & Conditioner,Travel Shampoo,Cleansing",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,9.99,100.0,main_engine,PRD1854213e,Amazon.co.uk - Amazon.co.uk-Seller,83.3,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,60.08,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar, Natural Grass Glutinous Rice Water Solid Shampoo Bar for Hair Care & Hair Growth, Calming & Strengthens Hair, Gentle on",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,5.28,100.0,main_engine,PRD89df39f4,Amazon.co.uk - Amazon.co.uk-Seller,89.8,Shampoo Bar
9.99,Nature Triangle,2.0,GBP,PRD223495c4,57.59,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar,Natural Plant-Based Solid Shampoo,Nature Green Soap Shampoo,Cleansing & Nourishing Care for Healthy-Looking Hair ()",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,pcs,GBP,8.87,100.0,main_engine,PRD4d74acf3,Amazon.co.uk - Amazon.co.uk-Seller,88.5,Shampoo Bar
9.99,Nature Triangle,,GBP,PRD223495c4,82.27,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,11.88,100.0,main_engine,PRD0d372918,fruugo.co.uk,100.0,Shampoo Bar
9.99,,1.0,GBP,PRD223495c4,84.87,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","2025 Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,pcs,GBP,6.89,50.0,main_engine,PRDf2daad50,fruugo.co.uk,86.5,Shampoo Bar
9.99,,1.0,GBP,PRD223495c4,83.58,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","1-3x Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Shampoo Bar, Calming & Strengthens Hair for Women and Men",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,pcs,GBP,12.95,50.0,main_engine,PRDd8d93ae9,fruugo.co.uk,86.3,Shampoo Bar
8.5,Tea Tree,,GBP,PRD1800de9b,100.0,Mint & Tea Tree Shampoo Bar,Tea Tree & Mint Shampoo Bar,50.0,Bare Bar,,,Mint,,GBP,4.75,0.0,main_engine,PRDb61b0db5,Alphy & Becs,74.8,Shampoo Bar
6.95,Nature Triangle,,GBP,PRDbfb66f63,51.42,"Nature Triangle Shampoo Bar, Natural Usman Grass Glutinous Rice Water Solid Shampoo Bar,Thinning Hair-Volume Shampoo Bar for Men and Women,Hair Growth","Nature Triangle Shampoo Bar, Nature Seven Green Soap shampoo, Seven Green Shampoo bar, Usman Grass Shampoo Bar, Polygonum Shampoo Soap, Calming &",50.0,Amazon.co.uk - Amazon.co.uk-Seller,,,Nature Triangle,,GBP,6.99,100.0,main_engine,PRDdd85df46,Amazon.co.uk - Amazon.co.uk-Seller,78.8,Shampoo Bar
