product_1_id,product_2_id,product_1_name,product_2_name,brand,category,size_value,size_unit,retailer_1,retailer_2,price_1,price_2,currency,similarity_name,similarity_category,similarity_avg,match_type,price_diff,price_diff_pct
PRDc4702342,PRDa362366f,Kaurilan Sauna Camelina Shampoo Bar,Kaurilan Sauna Black Currant Shampoo Bar,kaurilan sauna,shampoo bar,,,ecco-verde.co.uk,hels1nk1,13.38,14.7,GBP,80.0,100.0,90.0,similar,1.32,9.9
PRDeb8c5891,PRD033d0941,KinKind Shampoo & Bodywash Bars Set,KinKind Shampoo Bar Set,kinkind shampoo,shampoo bar,,,kinkind,amazon.co.uk - amazon.co.uk-seller,9.95,25.5,GBP,82.14285714285714,100.0,91.07142857142857,similar,15.55,156.3
PRDc6b2dce0,PRD843209ee,Kitsch Rice Water Protein Conditioner Bar,Kitsch Ultra Sensitive Conditioner & Shave Bar,kitsch,conditioner bar,,,amazon.co.uk - amazon.co.uk-seller,kitsch,8.44,11.0,GBP,72.94117647058825,100.0,86.47058823529412,similar,2.56,30.3
PRD23f40b89,PRD24781688,Kitsch Castor Oil Nourishing Conditioner Bar,Kitsch Coconut Oil Deep Moisturizing Conditioner Bar,kitsch,conditioner bar,,,next,kitsch,12.0,11.0,GBP,77.08333333333334,100.0,88.54166666666667,similar,1.0,8.3
PRDe522a9dd,PRDadd6c147,La Roche Posay Cicaplast B5 Serum,La Roche Posay Hydraphase Intense Serum,la roche,face serum,,,boots.com,amazon.co.uk,40.0,21.75,GBP,72.22222222222221,100.0,86.11111111111111,similar,18.25,45.6
PRD459b7e1a,PRD459b7e1a,Little Soap Company Eco Warrior Deeply Nourishing Shampoo Bar,Little Soap Company Eco Warrior Deeply Nourishing Shampoo Bar,little soap company,shampoo bar,,,waitrose & partners,amazon.co.uk,5.8,4.15,GBP,100.0,100.0,100.0,perfect,1.65,28.4
PRD9e755525,PRD498ac8dd,Mallows Beauty Mango Sorbet Body Butter,Mallows Beauty AHA Peachy Body Butter,mallows beauty,body butter,,,amazon.co.uk - amazon.co.uk-seller,boots.com,14.95,11.95,GBP,73.6842105263158,100.0,86.84210526315789,similar,3.0,20.1
PRD9e755525,PRD6379ecfc,Mallows Beauty Mango Sorbet Body Butter,Mallows Beauty I'm A Mallows Girl Body Butter,mallows beauty,body butter,,,amazon.co.uk - amazon.co.uk-seller,mallows beauty,14.95,14.95,GBP,73.80952380952381,100.0,86.9047619047619,similar,0.0,0.0
PRD498ac8dd,PRD6379ecfc,Mallows Beauty AHA Peachy Body Butter,Mallows Beauty I'm A Mallows Girl Body Butter,mallows beauty,body butter,,,boots.com,mallows beauty,11.95,14.95,GBP,73.17073170731707,100.0,86.58536585365854,similar,3.0,25.1
PRDa007b882,PRDad74e0eb,Mango Butter Refined,Mango Butter,mango butter,body butter,,,naissance uk,aromantic,12.99,4.45,GBP,75.0,100.0,87.5,similar,8.54,65.7
PRD3a4d51fd,PRD3a4d51fd,Minimalist Multi-Peptides 10% Face Serum,Minimalist Multi-Peptides 10% Face Serum,minimalist multi peptides,face serum,,,superdrug.com,amazon.co.uk - amazon.co.uk-seller,12.99,12.99,GBP,100.0,100.0,100.0,perfect,0.0,0.0
PRD71523043,PRD0d372918,"Nature Triangle Shampoo Bar, Natural Cypress Leaf Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair Vegan, for Hair Care for Women and Mens (","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",nature triangle,shampoo bar,,,amazon.co.uk - amazon.co.uk-seller,fruugo.co.uk,5.99,11.88,GBP,76.92307692307692,100.0,88.46153846153845,similar,5.89,98.3
PRD223495c4,PRD0d372918,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass ShampooBar, Natural Plant Ingredients, Calming & Strengthens Hair for Women","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",nature triangle,shampoo bar,,,amazon.co.uk - amazon.co.uk-seller,fruugo.co.uk,9.99,11.88,GBP,87.10801393728222,100.0,93.55400696864112,similar,1.89,18.9
PRDbfb66f63,PRD0d372918,"Nature Triangle Shampoo Bar, Natural Usman Grass Glutinous Rice Water Solid Shampoo Bar,Thinning Hair-Volume Shampoo Bar for Men and Women,Hair Growth","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",nature triangle,shampoo bar,,,amazon.co.uk - amazon.co.uk-seller,fruugo.co.uk,6.95,11.88,GBP,73.72013651877133,100.0,86.86006825938566,similar,4.93,70.9
PRDdd85df46,PRD0d372918,"Nature Triangle Shampoo Bar, Nature Seven Green Soap shampoo, Seven Green Shampoo bar, Usman Grass Shampoo Bar, Polygonum Shampoo Soap, Calming &","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",nature triangle,shampoo bar,,,amazon.co.uk - amazon.co.uk-seller,fruugo.co.uk,6.99,11.88,GBP,74.46808510638299,100.0,87.2340425531915,similar,4.89,70.0
PRD64e43e15,PRD0d372918,"Nature Triangle Shampoo Bar - Natural Usman Grass Glutinous Rice Water Solid Shampoo Bar For Hair Care & Hair Growth, Calming & Strengthens Hairs For","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",nature triangle,shampoo bar,,,amazon.co.uk - amazon.co.uk-seller,fruugo.co.uk,5.55,11.88,GBP,72.72727272727273,100.0,86.36363636363637,similar,6.33,114.1
PRD4633f3ef,PRD0d372918,"Nature Triangle Shampoo Bar, Usman Grass & Nature Seven Green Soap Solid Shampoo, Gentle Hair Cleansing & Strengthening for Women and Men (1)","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",nature triangle,shampoo bar,,,amazon.co.uk - amazon.co.uk-seller,fruugo.co.uk,9.98,11.88,GBP,85.92057761732852,100.0,92.96028880866426,similar,1.9,19.0
PRD1854213e,PRD0d372918,"Nature Triangle Shampoo Bar,Control Oil & Strengthen Hair,Natural Shampoo Bar for Women & Men,2 in 1 Shampoo & Conditioner,Travel Shampoo,Cleansing","Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Natural Usman Grass Solid Shampoo Bar, Calming & Strengthens Hair for Women and Men 1pc",nature triangle,shampoo bar,,,amazon.co.uk - amazon.co.uk-seller,fruugo.co.uk,9.99,11.88,GBP,72.28070175438597,100.0,86.14035087719299,similar,1.89,18.9
PRD2c4133ca,PRDca4b0565,alott - nourishing conditioner bar,alott - nourishing conditioner bar | Glow Organic,none,conditioner bar,,,jjungl,glow organic,16.0,16.0,GBP,83.11688311688312,100.0,91.55844155844156,similar,0.0,0.0
PRDab6f59b8,PRD8ddeb742,Palmer's Cocoa Butter Formula,Palmer's Cocoa Butter Formula Lotion,palmer s cocoa,body butter,,,tesco,boots.com,4.3,4.49,GBP,89.23076923076923,100.0,94.61538461538461,similar,0.19,4.4
PRD07b14a1b,PRD8ddeb742,Palmer's Cocoa Butter Formula Body Lotion,Palmer's Cocoa Butter Formula Lotion,palmer s cocoa,body butter,,,tesco,boots.com,6.0,4.49,GBP,93.5064935064935,100.0,96.75324675324674,similar,1.51,25.2
PRDff85511b,PRD913efd69,Sanctuary Spa Signature Collection Body Butter,Sanctuary Spa Lily & Rose Body Butter,sanctuary spa,body butter,,,amazon.co.uk,boots.com,3.5,13.0,GBP,71.60493827160495,100.0,85.80246913580248,similar,9.5,271.4
PRDff85511b,PRD9f935292,Sanctuary Spa Signature Collection Body Butter,Sanctuary Spa Golden Sandalwood Melting Body Butter,sanctuary spa,body butter,,,amazon.co.uk,superdrug.com,3.5,15.99,GBP,74.22680412371135,100.0,87.11340206185568,similar,12.49,356.9
PRDff85511b,PRDd987acec,Sanctuary Spa Signature Collection Body Butter,Sanctuary Spa Body Butter,sanctuary spa,body butter,,,amazon.co.uk,boots.com,3.5,13.0,GBP,70.4225352112676,100.0,85.2112676056338,similar,9.5,271.4
PRDf4402683,PRDe4842ed8,Soap & Glory Body Butter The Righteous Butter,Soap & Glory Original The Righteous Butter Body Lotion,soap,body butter,,,boots.com,ebay,7.49,3.66,GBP,75.78947368421053,100.0,87.89473684210526,similar,3.83,51.1
PRDf4402683,PRDd4a6232d,Soap & Glory Body Butter The Righteous Butter,Soap & Glory The Righteous Butter Body Butter,soap,body butter,,,boots.com,ebay - jadashats-us,7.49,49.85,GBP,100.0,100.0,100.0,similar,42.36,565.6
PRDe4842ed8,PRDd4a6232d,Soap & Glory Original The Righteous Butter Body Lotion,Soap & Glory The Righteous Butter Body Butter,soap,body butter,,,ebay,ebay - jadashats-us,3.66,49.85,GBP,75.78947368421053,100.0,87.89473684210526,similar,46.19,1262.0
PRDe4842ed8,PRDd4a6232d,Soap & Glory Original The Righteous Butter Body Lotion,Soap & Glory The Righteous Butter Body Butter,soap,body butter,,,ebay,boots.com,3.66,7.49,GBP,75.78947368421053,100.0,87.89473684210526,similar,3.83,104.6
PRDe4842ed8,PRDeff54c48,Soap & Glory Original The Righteous Butter Body Lotion,Soap and Glory The Righteous Body Butter,soap,body butter,,,ebay,boots.com,3.66,9.99,GBP,78.26086956521739,100.0,89.13043478260869,similar,6.33,173.0
PRDd4a6232d,PRDd4a6232d,Soap & Glory The Righteous Butter Body Butter,Soap & Glory The Righteous Butter Body Butter,soap,body butter,,,ebay - jadashats-us,boots.com,49.85,7.49,GBP,100.0,100.0,100.0,similar,42.36,85.0
PRDd4a6232d,PRDeff54c48,Soap & Glory The Righteous Butter Body Butter,Soap and Glory The Righteous Body Butter,soap,body butter,,,ebay - jadashats-us,boots.com,49.85,9.99,GBP,86.74698795180723,100.0,93.37349397590361,similar,39.86,80.0
PRD8487deca,PRD9cbc695a,The Body Shop British Rose Body Butter,The Body Shop Coconut Body Butter,the body,body butter,,,perfumes club uk,amazon.co.uk - amazon.co.uk-seller,4.99,17.47,GBP,76.05633802816901,100.0,88.02816901408451,similar,12.48,250.1
PRD8730dbc2,PRD9cbc695a,The Body Shop Mango Body Butter,The Body Shop Coconut Body Butter,the body,body butter,,,perfumes club uk,amazon.co.uk - amazon.co.uk-seller,4.07,17.47,GBP,84.375,100.0,92.1875,similar,13.4,329.2
PRDce9b3f2d,PRDce9b3f2d,The Ordinary Niacinamide 10% + Zinc 1%,The Ordinary Niacinamide 10% + Zinc 1%,the ordinary,face serum,,,the ordinary,boots.com,6.93,5.0,GBP,100.0,100.0,100.0,perfect,1.93,27.8
PRDc32dd309,PRD1a37a082,The Ordinary Hyaluronic Acid 2% + B5,The Ordinary Marine Hyaluronics,the ordinary,face serum,,,boots.com,john lewis & partners,8.8,8.8,GBP,71.875,100.0,85.9375,similar,0.0,0.0
PRD9d164e19,PRD949949da,The Soap Mine Solid Conditioner Bar,The Soap Mine Solid Conditioner Bar - Fragrance Free,the soap,conditioner bar,,,eco bee,babi pur,6.5,5.85,GBP,82.35294117647058,100.0,91.17647058823529,similar,0.65,10.0
PRD9d164e19,PRD253e76e4,The Soap Mine Solid Conditioner Bar,The Soap Mine Solid Conditioner Bar - Lavender & Orange,the soap,conditioner bar,,,eco bee,babi pur,6.5,5.85,GBP,81.3953488372093,100.0,90.69767441860465,similar,0.65,10.0
PRDaadde9dc,PRDaadde9dc,Treaclemoon Our Glorious Body Butters,Treaclemoon Our Glorious Body Butters,treaclemoon our,body butter,,,notino.co.uk,boots.com,6.56,9.5,GBP,100.0,100.0,100.0,similar,2.94,44.8
PRD67541c15,PRD3e158b60,Tree Hut Watermelon Whipped Body Butter,Tree Hut Whipped Body Butter,tree hut,body butter,,,boots.com,holland & barrett,11.99,15.99,GBP,83.5820895522388,100.0,91.7910447761194,similar,4.0,33.4
PRD67541c15,PRD3b9ce914,Tree Hut Watermelon Whipped Body Butter,Tree Hut Tropic Glow Firming Whipped Body Butter,tree hut,body butter,,,boots.com,holland & barrett,11.99,15.99,GBP,73.5632183908046,100.0,86.7816091954023,similar,4.0,33.4
PRD0ac1e5bb,PRD3e158b60,Tree Hut Whipped Body Butter Vanilla,Tree Hut Whipped Body Butter,tree hut,body butter,,,boots.com,holland & barrett,11.99,15.99,GBP,87.5,100.0,93.75,similar,4.0,33.4
PRD0ac1e5bb,PRD3b9ce914,Tree Hut Whipped Body Butter Vanilla,Tree Hut Tropic Glow Firming Whipped Body Butter,tree hut,body butter,,,boots.com,holland & barrett,11.99,15.99,GBP,71.42857142857143,100.0,85.71428571428572,similar,4.0,33.4
PRD7afe8a16,PRD3e158b60,Tree Hut Coco Colada Whipped Body Butter,Tree Hut Whipped Body Butter,tree hut,body butter,,,boots.com,holland & barrett,11.99,15.99,GBP,82.35294117647058,100.0,91.17647058823529,similar,4.0,33.4
PRD7afe8a16,PRD3b9ce914,Tree Hut Coco Colada Whipped Body Butter,Tree Hut Tropic Glow Firming Whipped Body Butter,tree hut,body butter,,,boots.com,holland & barrett,11.99,15.99,GBP,70.45454545454545,100.0,85.22727272727272,similar,4.0,33.4
PRD8fe440bd,PRD3e158b60,Tree Hut Tropic Glow Whipped Body Butter,Tree Hut Whipped Body Butter,tree hut,body butter,,,boots.com,holland & barrett,11.99,15.99,GBP,82.35294117647058,100.0,91.17647058823529,similar,4.0,33.4
PRD8fe440bd,PRD3b9ce914,Tree Hut Tropic Glow Whipped Body Butter,Tree Hut Tropic Glow Firming Whipped Body Butter,tree hut,body butter,,,boots.com,holland & barrett,11.99,15.99,GBP,90.9090909090909,100.0,95.45454545454545,similar,4.0,33.4
PRD4a89a3ef,PRD3e158b60,Tree Hut Moroccan Rose Whipped Body Butter,Tree Hut Whipped Body Butter,tree hut,body butter,,,boots.com,holland & barrett,15.99,15.99,GBP,80.0,100.0,90.0,similar,0.0,0.0
PRD0e1b0d18,PRDe76a14df,Unscented Conditioner Solid Bar,Unscented Conditioner Bars,unscented conditioner,conditioner bar,,,megan and willow,pentland aromatics,4.0,10.0,GBP,87.71929824561404,100.0,93.85964912280701,similar,6.0,150.0
